recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, delay, effect_size_ph, hazard_trt, target_median_trt, target_hr, random_withdrawal, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m, old_seed, median_survival_trt, median_survival_ctrl, rmst_trt_360m, rmst_ctrl_360m, gAHR_360m, AHR_360m, node_name
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 0, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 71675227, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 0, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 1861826045, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 0, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 293467948, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 0, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 704855733, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 0, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 1892575082, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 0, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 1492430222, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 0, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 1224580101, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 0, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 808124356, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 121.75, 0.9, 0.0010479102147548, 562.721100259219, 0.649078202028939, 0, 155.516032242581, 154.338430815216, 0.863353574133703, 0.866750617802225, 279.286982066901, 263.472181842347, 0.728322347829752, 0.733092809738239, 0.744650279348362, 0.707106781186548, 0.614949457500129, 0.5, 7583215, 562.721100259218, 365.250000000001, 866.112028430924, 526.94436319394, 0.624160059533231, 0.627360867158526, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 121.75, 0.9, 0.0010479102147548, 562.721100259219, 0.649078202028939, 0, 155.516032242581, 154.338430815216, 0.863353574133703, 0.866750617802225, 279.286982066901, 263.472181842347, 0.728322347829752, 0.733092809738239, 0.744650279348362, 0.707106781186548, 0.614949457500129, 0.5, 1781694648, 562.721100259218, 365.250000000001, 866.112028430924, 526.94436319394, 0.624160059533231, 0.627360867158526, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 121.75, 0.9, 0.00118871789166521, 510.486573760127, 0.715493842099808, 0, 155.318133340987, 154.338430815216, 0.887122828209568, 0.888899287943824, 276.517966551878, 263.472181842347, 0.775148969041089, 0.777654947327255, 0.738294662904147, 0.707106781186548, 0.594222252699521, 0.5, 729778451, 510.486573760128, 365.250000000001, 776.401113690815, 526.94436319394, 0.689849944631464, 0.691578230725917, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 121.75, 0.9, 0.00118871789166521, 510.486573760127, 0.715493842099808, 0, 155.318133340987, 154.338430815216, 0.887122828209568, 0.888899287943824, 276.517966551878, 263.472181842347, 0.775148969041089, 0.777654947327255, 0.738294662904147, 0.707106781186548, 0.594222252699521, 0.5, 1386717152, 510.486573760128, 365.250000000001, 776.401113690815, 526.94436319394, 0.689849944631464, 0.691578230725917, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 121.75, 0.9, 0.00135490226271449, 462.806423839387, 0.789206850177077, 0, 155.08598685116, 154.338430815216, 0.914313058774298, 0.915025505362963, 273.328345826926, 263.472181842347, 0.82915817272316, 0.830167470406967, 0.730863377028889, 0.707106781186548, 0.570656537303926, 0.5, 546574095, 462.806423839387, 365.250000000001, 694.507092702881, 526.94436319394, 0.765349755456865, 0.766066680098685, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 121.75, 0.9, 0.00135490226271449, 462.806423839387, 0.789206850177077, 0, 155.08598685116, 154.338430815216, 0.914313058774298, 0.915025505362963, 273.328345826926, 263.472181842347, 0.82915817272316, 0.830167470406967, 0.730863377028889, 0.707106781186548, 0.570656537303926, 0.5, 481206760, 462.806423839387, 365.250000000001, 694.507092702881, 526.94436319394, 0.765349755456865, 0.766066680098685, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 121.75, 0.9, 0.00143784494265749, 443.132443032576, 0.824245675853505, 0, 154.970702897889, 154.338430815216, 0.927640992138955, 0.928052077640243, 271.767480545137, 263.472181842347, 0.855729126960458, 0.856312596132618, 0.727182449274659, 0.707106781186548, 0.559246854165047, 0.5, 889360468, 443.132443032575, 365.250000000001, 660.715197521888, 526.94436319394, 0.802307156161658, 0.80272730254614, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 121.75, 0.9, 0.00143784494265749, 443.132443032576, 0.824245675853505, 0, 154.970702897889, 154.338430815216, 0.927640992138955, 0.928052077640243, 271.767480545137, 263.472181842347, 0.855729126960458, 0.856312596132618, 0.727182449274659, 0.707106781186548, 0.559246854165047, 0.5, 1705302133, 443.132443032575, 365.250000000001, 660.715197521888, 526.94436319394, 0.802307156161658, 0.80272730254614, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 121.75, 0.9, 0.00144758012549314, 281.36055012961, 0.649078202028939, 0, 134.202849260351, 131.736090921173, 0.825985941214444, 0.836857022648609, 226.770846137182, 197.60413638176, 0.658244591498256, 0.674655947391897, 0.576823148889762, 0.5, 0.442823556354151, 0.25, 486216046, 281.360550129609, 182.625, 532.676964694208, 263.472181842347, 0.54485904946863, 0.559937851967567, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0, 121.75, 0.9, 0.00144758012549314, 281.36055012961, 0.649078202028939, 0, 134.202849260351, 131.736090921173, 0.825985941214444, 0.836857022648609, 226.770846137182, 197.60413638176, 0.658244591498256, 0.674655947391897, 0.576823148889762, 0.5, 0.442823556354151, 0.25, 1028207404, 281.360550129609, 182.625, 532.676964694208, 263.472181842347, 0.54485904946863, 0.559937851967567, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 121.75, 0.9, 0.00173079160448146, 255.243286880063, 0.715493842099808, 0, 133.892835458341, 131.736090921173, 0.850109699902986, 0.856552801845968, 222.666618349975, 197.60413638176, 0.704354715502616, 0.714155471487113, 0.566963665512587, 0.5, 0.413314747385688, 0.25, 1255583098, 255.243286880063, 182.625, 461.46770114124, 263.472181842347, 0.609776219333959, 0.6189604261644, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0, 121.75, 0.9, 0.00173079160448146, 255.243286880063, 0.715493842099808, 0, 133.892835458341, 131.736090921173, 0.850109699902986, 0.856552801845968, 222.666618349975, 197.60413638176, 0.704354715502616, 0.714155471487113, 0.566963665512587, 0.5, 0.413314747385688, 0.25, 99043905, 255.243286880063, 182.625, 461.46770114124, 263.472181842347, 0.609776219333959, 0.6189604261644, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 121.75, 0.9, 0.00210708884985386, 231.403211919694, 0.789206850177077, 0, 133.486351520027, 131.736090921173, 0.879816575698882, 0.882822094264388, 217.487160051003, 197.60413638176, 0.762421568002675, 0.767027062239237, 0.554123798552337, 0.5, 0.377126631518009, 0.25, 772732042, 231.403211919693, 182.625, 396.46717653191, 263.472181842347, 0.690228862830676, 0.694635159937607, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0, 121.75, 0.9, 0.00210708884985386, 231.403211919694, 0.789206850177077, 0, 133.486351520027, 131.736090921173, 0.879816575698882, 0.882822094264388, 217.487160051003, 197.60413638176, 0.762421568002675, 0.767027062239237, 0.554123798552337, 0.5, 0.377126631518009, 0.25, 976813036, 231.403211919693, 182.625, 396.46717653191, 263.472181842347, 0.690228862830676, 0.694635159937607, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 121.75, 0.9, 0.00231474460440226, 221.566221516288, 0.824245675853505, 0, 133.26465374718, 131.736090921173, 0.89545960600157, 0.897333257499065, 214.75596198155, 197.60413638176, 0.793347002374839, 0.796227048135192, 0.547163182617162, 0.5, 0.358531616575972, 0.25, 75923815, 221.566221516288, 182.625, 369.646387244476, 263.472181842347, 0.732332421064345, 0.735114231916523, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0, 121.75, 0.9, 0.00231474460440226, 221.566221516288, 0.824245675853505, 0, 133.26465374718, 131.736090921173, 0.89545960600157, 0.897333257499065, 214.75596198155, 197.60413638176, 0.793347002374839, 0.796227048135192, 0.547163182617162, 0.5, 0.358531616575972, 0.25, 1643491683, 221.566221516288, 182.625, 369.646387244476, 263.472181842347, 0.732332421064345, 0.735114231916523, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 5.42938110547996e-05, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 1256101422, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 5.42938110547996e-05, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 1872558171, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 5.77175077640947e-05, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 32761076, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 5.77175077640947e-05, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 602120371, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 6.1275701440442e-05, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 1429297972, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 6.1275701440442e-05, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 468774460, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 6.28862715161895e-05, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 86490197, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 6.28862715161895e-05, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 1660622066, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 121.75, 0.9, 0.0010479102147548, 562.721100259219, 0.649078202028939, 0.000152339738830977, 155.516032242581, 154.338430815216, 0.863353574133703, 0.866750617802225, 279.286982066901, 263.472181842347, 0.728322347829752, 0.733092809738239, 0.744650279348362, 0.707106781186548, 0.614949457500129, 0.5, 48940598, 562.721100259218, 365.250000000001, 866.112028430924, 526.94436319394, 0.624160059533231, 0.627360867158526, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 121.75, 0.9, 0.0010479102147548, 562.721100259219, 0.649078202028939, 0.000152339738830977, 155.516032242581, 154.338430815216, 0.863353574133703, 0.866750617802225, 279.286982066901, 263.472181842347, 0.728322347829752, 0.733092809738239, 0.744650279348362, 0.707106781186548, 0.614949457500129, 0.5, 886465962, 562.721100259218, 365.250000000001, 866.112028430924, 526.94436319394, 0.624160059533231, 0.627360867158526, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00118871789166521, 510.486573760127, 0.715493842099808, 0.000164190819663777, 155.318133340987, 154.338430815216, 0.887122828209568, 0.888899287943824, 276.517966551878, 263.472181842347, 0.775148969041089, 0.777654947327255, 0.738294662904147, 0.707106781186548, 0.594222252699521, 0.5, 1956295224, 510.486573760128, 365.250000000001, 776.401113690815, 526.94436319394, 0.689849944631464, 0.691578230725917, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00118871789166521, 510.486573760127, 0.715493842099808, 0.000164190819663777, 155.318133340987, 154.338430815216, 0.887122828209568, 0.888899287943824, 276.517966551878, 263.472181842347, 0.775148969041089, 0.777654947327255, 0.738294662904147, 0.707106781186548, 0.594222252699521, 0.5, 1776838008, 510.486573760128, 365.250000000001, 776.401113690815, 526.94436319394, 0.689849944631464, 0.691578230725917, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00135490226271449, 462.806423839387, 0.789206850177077, 0.000176875769172191, 155.08598685116, 154.338430815216, 0.914313058774298, 0.915025505362963, 273.328345826926, 263.472181842347, 0.82915817272316, 0.830167470406967, 0.730863377028889, 0.707106781186548, 0.570656537303926, 0.5, 84115170, 462.806423839387, 365.250000000001, 694.507092702881, 526.94436319394, 0.765349755456865, 0.766066680098685, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00135490226271449, 462.806423839387, 0.789206850177077, 0.000176875769172191, 155.08598685116, 154.338430815216, 0.914313058774298, 0.915025505362963, 273.328345826926, 263.472181842347, 0.82915817272316, 0.830167470406967, 0.730863377028889, 0.707106781186548, 0.570656537303926, 0.5, 2020658228, 462.806423839387, 365.250000000001, 694.507092702881, 526.94436319394, 0.765349755456865, 0.766066680098685, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00143784494265749, 443.132443032576, 0.824245675853505, 0.00018274753966482, 154.970702897889, 154.338430815216, 0.927640992138955, 0.928052077640243, 271.767480545137, 263.472181842347, 0.855729126960458, 0.856312596132618, 0.727182449274659, 0.707106781186548, 0.559246854165047, 0.5, 160341552, 443.132443032575, 365.250000000001, 660.715197521888, 526.94436319394, 0.802307156161658, 0.80272730254614, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 121.75, 0.9, 0.00143784494265749, 443.132443032576, 0.824245675853505, 0.00018274753966482, 154.970702897889, 154.338430815216, 0.927640992138955, 0.928052077640243, 271.767480545137, 263.472181842347, 0.855729126960458, 0.856312596132618, 0.727182449274659, 0.707106781186548, 0.559246854165047, 0.5, 1480507824, 443.132443032575, 365.250000000001, 660.715197521888, 526.94436319394, 0.802307156161658, 0.80272730254614, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00144758012549314, 281.36055012961, 0.649078202028939, 0.000242741862360864, 134.202849260351, 131.736090921173, 0.825985941214444, 0.836857022648609, 226.770846137182, 197.60413638176, 0.658244591498256, 0.674655947391897, 0.576823148889762, 0.5, 0.442823556354151, 0.25, 682816263, 281.360550129609, 182.625, 532.676964694208, 263.472181842347, 0.54485904946863, 0.559937851967567, ims-node2
913.125, 300, 113, 225, 150, 150, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00144758012549314, 281.36055012961, 0.649078202028939, 0.000242741862360864, 134.202849260351, 131.736090921173, 0.825985941214444, 0.836857022648609, 226.770846137182, 197.60413638176, 0.658244591498256, 0.674655947391897, 0.576823148889762, 0.5, 0.442823556354151, 0.25, 296759199, 281.360550129609, 182.625, 532.676964694208, 263.472181842347, 0.54485904946863, 0.559937851967567, ims-node2
547.875, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00173079160448146, 255.243286880063, 0.715493842099808, 0.000272685096126575, 133.892835458341, 131.736090921173, 0.850109699902986, 0.856552801845968, 222.666618349975, 197.60413638176, 0.704354715502616, 0.714155471487113, 0.566963665512587, 0.5, 0.413314747385688, 0.25, 1051674787, 255.243286880063, 182.625, 461.46770114124, 263.472181842347, 0.609776219333959, 0.6189604261644, ims-node2
913.125, 500, 188, 375, 250, 250, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00173079160448146, 255.243286880063, 0.715493842099808, 0.000272685096126575, 133.892835458341, 131.736090921173, 0.850109699902986, 0.856552801845968, 222.666618349975, 197.60413638176, 0.704354715502616, 0.714155471487113, 0.566963665512587, 0.5, 0.413314747385688, 0.25, 791986769, 255.243286880063, 182.625, 461.46770114124, 263.472181842347, 0.609776219333959, 0.6189604261644, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00210708884985386, 231.403211919694, 0.789206850177077, 0.000307734602966035, 133.486351520027, 131.736090921173, 0.879816575698882, 0.882822094264388, 217.487160051003, 197.60413638176, 0.762421568002675, 0.767027062239237, 0.554123798552337, 0.5, 0.377126631518009, 0.25, 1165756882, 231.403211919693, 182.625, 396.46717653191, 263.472181842347, 0.690228862830676, 0.694635159937607, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00210708884985386, 231.403211919694, 0.789206850177077, 0.000307734602966035, 133.486351520027, 131.736090921173, 0.879816575698882, 0.882822094264388, 217.487160051003, 197.60413638176, 0.762421568002675, 0.767027062239237, 0.554123798552337, 0.5, 0.377126631518009, 0.25, 231697841, 231.403211919693, 182.625, 396.46717653191, 263.472181842347, 0.690228862830676, 0.694635159937607, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00231474460440226, 221.566221516288, 0.824245675853505, 0.000325154237317764, 133.26465374718, 131.736090921173, 0.89545960600157, 0.897333257499065, 214.75596198155, 197.60413638176, 0.793347002374839, 0.796227048135192, 0.547163182617162, 0.5, 0.358531616575972, 0.25, 251666013, 221.566221516288, 182.625, 369.646387244476, 263.472181842347, 0.732332421064345, 0.735114231916523, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.00379546710778889, 0.1, 121.75, 0.9, 0.00231474460440226, 221.566221516288, 0.824245675853505, 0.000325154237317764, 133.26465374718, 131.736090921173, 0.89545960600157, 0.897333257499065, 214.75596198155, 197.60413638176, 0.793347002374839, 0.796227048135192, 0.547163182617162, 0.5, 0.358531616575972, 0.25, 2039776714, 221.566221516288, 182.625, 369.646387244476, 263.472181842347, 0.732332421064345, 0.735114231916523, ims-node2
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 0.000211738770937629, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 960419225, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000393338607925835, 1688.16330077766, 0.649078202028939, 0.000211738770937629, 172.872906116791, 172.47091664017, 0.87655855883206, 0.878525965875832, 332.17023554661, 326.125035191387, 0.754165138506744, 0.756731523178371, 0.903968430554227, 0.890898718140339, 0.841310650925318, 0.7937005259841, 738911823, 1688.16330077766, 1095.75, 2437.89440673379, 1579.2893087386, 0.644252559832569, 0.645022619465961, ims-node2
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 0.000224120197482062, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 1277964841, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000437062196467504, 1531.45972128038, 0.715493842099808, 0.000224120197482062, 172.799168241123, 172.47091664017, 0.89976891020201, 0.900750910975597, 331.047980811061, 326.125035191387, 0.800010127368891, 0.801294183763189, 0.901565561026357, 0.890898718140339, 0.832400987416166, 0.7937005259841, 851579159, 1531.45972128038, 1095.75, 2216.99608314384, 1579.2893087386, 0.710210290435962, 0.710611649147425, ims-node2
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 0.000237151619398761, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 1858153399, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000486418073777012, 1388.41927151816, 0.789206850177077, 0.000237151619398761, 172.716059314135, 172.47091664017, 0.925456683850017, 0.925830288082196, 329.790610669745, 326.125035191387, 0.851071292136772, 0.851560482114959, 0.898860837367639, 0.890898718140339, 0.822456936657855, 0.7937005259841, 1698395690, 1388.41927151816, 1095.75, 2010.85022395035, 1579.2893087386, 0.784112821722035, 0.784271725961578, ims-node2
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 0.000243113038430634, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 2107925313, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 121.75, 0.9, 0.000510191023752545, 1329.39732909773, 0.824245675853505, 0.000243113038430634, 172.676087948694, 172.47091664017, 0.937695285981871, 0.937905386352305, 329.188584499955, 326.125035191387, 0.875476733692941, 0.875751832802739, 0.897560966241856, 0.890898718140339, 0.817709722621119, 0.7937005259841, 235604516, 1329.39732909773, 1095.75, 1924.73075863873, 1579.2893087386, 0.819514670330756, 0.81959636152631, ims-node2
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 121.75, 0.9, 0.0010479102147548, 562.721100259219, 0.649078202028939, 0.000597487911286915, 155.516032242581, 154.338430815216, 0.863353574133703, 0.866750617802225, 279.286982066901, 263.472181842347, 0.728322347829752, 0.733092809738239, 0.744650279348362, 0.707106781186548, 0.614949457500129, 0.5, 1687112732, 562.721100259218, 365.250000000001, 866.112028430924, 526.94436319394, 0.624160059533231, 0.627360867158526, ims-node2
